url	page	country_code	region_name	report_date	type	row	col	sub_region_name	category	baseline_comparison	group	trend	date
https://www.gstatic.com/covid19/mobility/2020-04-11_AU_Mobility_Report_en.pdf	1	AU	Australia	2020-04-11	region	3	1	NA	Parks	-0.51	1	-0.33525517753630013	2020-03-28
https://www.gstatic.com/covid19/mobility/2020-04-11_AU_Mobility_Report_en.pdf	1	AU	Australia	2020-04-11	region	3	1	NA	Parks	-0.51	1	-0.346554879750884	2020-03-29
https://www.gstatic.com/covid19/mobility/2020-04-11_AU_Mobility_Report_en.pdf	1	AU	Australia	2020-04-11	region	3	1	NA	Parks	-0.51	1	-0.3512023418985268	2020-03-30
https://www.gstatic.com/covid19/mobility/2020-04-11_AU_Mobility_Report_en.pdf	1	AU	Australia	2020-04-11	region	3	1	NA	Parks	-0.51	1	-0.3470105080656861	2020-03-31
https://www.gstatic.com/covid19/mobility/2020-04-11_AU_Mobility_Report_en.pdf	1	AU	Australia	2020-04-11	region	3	1	NA	Parks	-0.51	1	-0.36478019902128644	2020-04-01
https://www.gstatic.com/covid19/mobility/2020-04-11_AU_Mobility_Report_en.pdf	1	AU	Australia	2020-04-11	region	3	1	NA	Parks	-0.51	1	-0.4193650311695382	2020-04-02
https://www.gstatic.com/covid19/mobility/2020-04-11_AU_Mobility_Report_en.pdf	1	AU	Australia	2020-04-11	region	3	1	NA	Parks	-0.51	1	-0.41344180974044725	2020-04-03
https://www.gstatic.com/covid19/mobility/2020-04-11_AU_Mobility_Report_en.pdf	1	AU	Australia	2020-04-11	region	3	1	NA	Parks	-0.51	1	-0.5236138563295161	2020-04-04
https://www.gstatic.com/covid19/mobility/2020-04-11_AU_Mobility_Report_en.pdf	1	AU	Australia	2020-04-11	region	3	1	NA	Parks	-0.51	1	-0.4261083968994376	2020-04-05
https://www.gstatic.com/covid19/mobility/2020-04-11_AU_Mobility_Report_en.pdf	1	AU	Australia	2020-04-11	region	3	1	NA	Parks	-0.51	1	-0.3470105080656861	2020-04-06
https://www.gstatic.com/covid19/mobility/2020-04-11_AU_Mobility_Report_en.pdf	1	AU	Australia	2020-04-11	region	3	1	NA	Parks	-0.51	1	-0.3915714239491297	2020-04-07
https://www.gstatic.com/covid19/mobility/2020-04-11_AU_Mobility_Report_en.pdf	1	AU	Australia	2020-04-11	region	3	1	NA	Parks	-0.51	1	-0.3833700209435328	2020-04-08
